text,label
"well, it may be the devil and it may be the lord,",0
"may be a city councilman taking bribes on the side,",0
'bout the madness of becoming what one was never meant to be.,0
"hard times, hard times, come again no more.",0
"i can't even remember el paso, a-honey.",0
"they called joe ""crazy"", the baby they called ""kid blast"",",0
"and when it finally--the bottom fell out, i became withdrawn,",0
"you better duck down the alleyway,",0
"down the foggy ruins of time,",0
how can the life of such a man,0
"he was only a hobo, but one more is gone.",0
"i saw a white ladder all covered with water,",0
"but i can't think for you, you'll have to decide",0
"she said she would always stay,",0
"come, writers and critics who prophesize with your pen,",0
"well, the southern pacific leaving at 9:45,",0
they'll stone you when you're playing your guitar.,0
"stay, lady, stay, stay with your man awhile.",0
"""i can't get down and i shan't get down",0
i found they were all rank strangers to me.,0
where the time and the tempo drag,0
"so many dead-ends, i'm at the edge of the lake.",0
"don't stand in the doorway, don't block up the hall.",0
but these to tell what's true.,0
"bird on the horizon sitting on a fence,",0
"i have no one to meet,",0
"yes, sometimes i'm in the mood, i wanna hit that highway road,",0
poor man looking through painted glass for dignity.,-1
"come gather 'round, people, wherever you roam,",0
"shine your light, shine your light on me,",1
knock--knock--knocking on heaven's door.,0
"everybody from right now to over there and back,",0
"frankie went to the scaffold calm as a girl could be,",0
"that he's tall, dark, and handsome and you're holding his hand.",-1
it's a hard rain's gonna fall.,0
"yeah, i see my light come shining from the west out to the east,",1
i've just reached a place where the willow don't bend -,0
"don't put yourself over the line,",0
"i don't mean trouble, please don't put me down or get upset,",0
may you stay forever young.,1
"fanning the flames in the furnace of desire,",0
do what they do just to be nothing more than something they invest in.,0
if i only could a-hang on and just be her friend -,0
"""young maiden, i wish not to banter, 'tis true i come here in disguise,",0
"they never did like mama's homemade dress, papa's bankbook wasn't big enough.",0
"drag you down or drain you down,",0
"everybody wants you to be just like them,",0
"we live in a political world,",0
"that, as long as it takes to do this,",0
you say you're looking for someone,0
"yes, to dance beneath the diamond sky with one hand waving free,",0
"they smile to your face, but behind your back they hiss.",1
"take the motherless children off the street,",0
no matter what gets in the way and which way the wind does blow,0
can't stand the suspense anymore--,0
"you went out on a limb to testify for me, you said i was with you.",0
"oh, mama, can this really be the end,",0
looking for them rounders looking out for me.,0
"there was me and danny lopez, cold eyes, black nights, and then there was ruth.",0
"all the truth in the world adds up to one big lie,",0
when reilly's daughter got a message,0
he asks you with a grin if you're having a good time;,0
"yeah, but i would not feel so all alone,",0
"and our choices, they was few so the thought never hit",0
i can't stay in here - ain't it clear,0
"right now i cannot read too well, don't send me no more letters, no!",0
"yes, i cried for you, now it's your turn, you can cry a while.",-1
"lay, lady, lay, lay across my big brass bed.",0
sometimes it gets so hard to care -,0
"rubin carter and a couple of friends are driving around,",0
"you may call me r.j., you may call me ray,",0
"come, you ladies and you gentlemen, listen to my song,",0
"looking for a new fool,",0
as she takes your voice and leaves you howling at the moon.,0
"pouring off of every page like it was written in my soul, from me to you,",0
"i had a dream about you, baby,",0
for he that gets hurt will be he who has stalled,0
your brand-new leopard-skin pill-box hat.,0
"that long, black cloud is coming down,",0
"into my own parade,",0
"some are mathematicians, some are carpenters' wives,",0
you to me were the best.,0
the strongest wall will crumble and fall to a mighty god.,0
"his eyes were two slits - make any snake proud,",0
i'm not sleepy and there is no place i'm going to.,0
"got three little children and a weeping, loving wife.",0
"all across the telegraph his name, it did resound,",0
and you hide in your mansion while the young people's blood,-1
i can be just like you,0
everybody sees you on your window ledge.,0
"the winter wind is a-blowing strong, my hands a-got no gloves,",1
"don't know what to do without it,",0
and there's no telling who that it's naming,0
take heed of the stormy weather.,0
suicide remarks are torn,-1
"you see this one-eyed midget shouting the word ""now""",0
"you fake just like a woman - yes, you do!",0
"and keep your eyes wide - the chance won't come again,",0
"but you're gonna have to serve somebody,",0
"the answer, my friend, is blowing in the wind,",0
"but the judge says, ""mona can't have no bond.""",0
"when destruction cometh swiftly and there's no time to say a fare-thee-well,",0
"watered-down love,",1
if you just let me follow you down.,0
thanks for coming. we'll be in the area for a few days. maybe we'll see you tomorrow at 9.,0
"oh, how could you refuse?",0
for he that gets hurt will be he who has stalled.,0
"i give her my heart, but she wanted my soul.",0
"gonna stand at the window, gonna ask the maid, ""have you seen dignity?""",0
"i just kept looking at the side of her face in the spotlight so clear,",1
far from the twisted reach of crazy sorrow.,0
"well, i've been looking all over for a girl like you.",0
"may you build a ladder to the stars and climb on every rung,",0
"well, i'm trying to get closer, but i'm still a million miles from you.",0
"yes, i'm leaving in the morning just as soon as the dark clouds lift,",-1
"well, your friends come by for you, i don't know what to say,",0
"with great lawyers you have discussed lepers and crooks,",0
"now, the bricks lay on grand street, where the neon madmen climb.",0
"at the mongrel dogs who teach,",0
"she went into the tailor shop and dressed in men's array,",0
"once upon a time you dressed so fine,",0
why should we needlessly suffer?,0
you used to be so amused,0
michelangelo indeed could've carved out your features.,1
"""i don't call it anything,"" said frankie lee with a smile.",1
"can't stand back, swear you gotta step it up and go!",0
"my toes, too numb to step, wait only for my boot-heels to be wandering.",0
see for me if her hair is hanging long -,0
"you may call me bobby or you may call me zimmy,",0
draw conclusions on the wall.,0
i was crossing the street when shots rang out.,0
"there's just as much foot in--danger in a football game,""",0
"she told me, though, that one day we would meet up again,",0
"sad-eyed lady of the lowlands,",0
"rubin carter and a couple of friends are driving around,",0
throw my mattress out there too.,0
"pounced with fire on flaming roads,",0
"i'm telling myself i found true happiness,",0
"you turn the tide on me each day and teach my eyes to see,",0
aladdin and his lamp,0
"whether you are right or wrong,",-1
"turn, turn, turn again -",0
"may you grow up to be righteous, may you grow up to be true,",0
"with his pointed shoes and his bells,",0
"train, moving with a simple twist of fate.",0
plenty of places to hide things here if you wanna hide 'em bad enough.,0
"and it's all over now, baby blue.",0
"meanwhile far away in another part of town,",0
"it's a one-track town, just brown and a breeze, too,",0
while them that defend what they cannot see,0
"not out of spite, nor anger,",0
but you're gonna have to serve somebody.,0
you're coming through to me in black and white when we were made of dreams.,0
somebody just asked me if i've registered to vote.,0
pressing on to the higher calling of my lord.,0
may you have a strong foundation when the winds of changes shift.,0
at times i think there are no words,0
"old reilly stole a stallion,",0
how does it feel?,0
"i won't let go and i can't let go,",0
"it'll scramble up your head, drag your brain about.",0
will it lead me to glory or lead me to disgrace?,0
all the money you made will never buy back your soul.,0
"i want you,",0
